#NBK_id	GR_shortname	genesymbol
NBK333439	hfi	ALDOB
NBK338165	lad-ad	LMNB1
NBK338540	lipoid-p	ECM1
NBK343782	ltbp4-cutis-laxa	LTBP4
NBK344340	dup17q12	Not applicable
NBK349072	kindler	FERMT1
NBK349073	hartsfield	FGFR1
NBK349624	xq28-dup	CLIC2
NBK349624	xq28-dup	RAB39B
NBK350554	tubulin-ov	TUBA1A
NBK350554	tubulin-ov	TUBB
NBK350554	tubulin-ov	TUBB2A
NBK350554	tubulin-ov	TUBB2B
NBK350554	tubulin-ov	TUBB3
NBK350554	tubulin-ov	TUBG1
NBK355518	adnp-dis	ADNP
NBK367946	dup15q	Not applicable
NBK368474	foxp2-sl-dis	FOXP2
NBK368475	nephron-ov	ANKS6
NBK368475	nephron-ov	CEP164
NBK368475	nephron-ov	CEP290
NBK368475	nephron-ov	CEP83
NBK368475	nephron-ov	DCDC2
NBK368475	nephron-ov	GLIS2
NBK368475	nephron-ov	IFT172
NBK368475	nephron-ov	INVS
NBK368475	nephron-ov	IQCB1
NBK368475	nephron-ov	NEK8
NBK368475	nephron-ov	NPHP1
NBK368475	nephron-ov	NPHP3
NBK368475	nephron-ov	NPHP4
NBK368475	nephron-ov	RPGRIP1L
NBK368475	nephron-ov	SDCCAG8
NBK368475	nephron-ov	TMEM67
NBK368475	nephron-ov	TTC21B
NBK368475	nephron-ov	WDR19
NBK368475	nephron-ov	ZNF423
NBK368476	lms	NOTCH3
NBK373577	burn-mckeown	TXNL4A
NBK373578	mona	MMP2
NBK378974	wss	DCAF17
NBK379665	scn8a-ee	SCN8A
NBK385626	depdc5-epilepsy	DEPDC5
NBK385627	grin2a-dis	GRIN2A
NBK390610	hfpoik-tmp	FAM111B
NBK390611	bap1-tpds	BAP1
NBK390670	kos	UBE3B
NBK390803	mbd5-dis	MBD5
NBK395611	tubb4a-leuk	TUBB4A
NBK395975	pfcp	EPOR
NBK396098	mpph	AKT3
NBK396098	mpph	CCND2
NBK396098	mpph	PIK3R2
NBK396257	clpb-def	CLPB
NBK396561	stxbp1-ee	STXBP1
NBK401562	mdel17q12	HNF1B
NBK401562	mdel17q12	LHX1
NBK410087	coq10-def	COQ2
NBK410087	coq10-def	COQ4
NBK410087	coq10-def	COQ5
NBK410087	coq10-def	COQ6
NBK410087	coq10-def	COQ7
NBK410087	coq10-def	COQ8A
NBK410087	coq10-def	COQ8B
NBK410087	coq10-def	COQ9
NBK410087	coq10-def	PDSS1
NBK410087	coq10-def	PDSS2
NBK424403	bpan	WDR45
NBK425128	kcnk9-is	KCNK9
NBK425223	suclg1-mtddepl	SUCLG1
NBK425540	fbxl4-mtddepl	FBXL4
NBK425723	myhre	SMAD4
NBK425926	tps	EXT1
NBK425926	tps	RAD21
NBK425926	tps	TRPS1
NBK426063	pura-dis	PURA
NBK431123	slc39a14-def	SLC39A14
NBK435692	samd9l-ap	SAMD9L
NBK442323	slc6a3-dtds	SLC6A3
NBK447152	pai-1-def	SERPINE1
NBK447257	trio-id	TRIO
NBK447258	vps35-pd	VPS35
NBK447920	potocki-lupski	FLCN
NBK447920	potocki-lupski	RAI1
NBK453432	ee	ETHE1
NBK453433	iso-def	SUOX
NBK453434	unc80-def	UNC80
NBK458647	satb2-dis	SATB2
NBK459117	gnas-dis	GNAS
NBK459117	gnas-dis	STX16
NBK459118	poikiloderma-n	USB1
NBK465012	wac-id	WAC
NBK469816	rtps	SMARCA4
NBK469816	rtps	SMARCB1
NBK470716	pmld1	GJC2
NBK475670	rab18-def	RAB18
NBK475670	rab18-def	RAB3GAP1
NBK475670	rab18-def	RAB3GAP2
NBK475670	rab18-def	TBC1D20
NBK475801	christianson	SLC9A6
NBK475802	sd-thes	SKIC2
NBK475802	sd-thes	SKIC3
NBK475803	prrt2-parox	PRRT2
NBK476443	tango2-mea	TANGO2
NBK476444	insr-ir	INSR
NBK476671	x-ag	GPR101
NBK476672	hyper-ftc	FGF23
NBK476672	hyper-ftc	GALNT3
NBK476672	hyper-ftc	KL
NBK481553	cip-overview	CLTCL1
NBK481553	cip-overview	NGF
NBK481553	cip-overview	NTRK1
NBK481553	cip-overview	PRDM12
NBK481553	cip-overview	SCN11A
NBK481553	cip-overview	SCN9A
NBK481553	cip-overview	ZFHX2
NBK481554	ngly1-cddg	NGLY1
NBK481833	bohring-opitz	ASXL1
NBK481904	isca2-mt-dis	ISCA2
NBK487394	schwann	LZTR1
NBK487394	schwann	SMARCB1
NBK487886	kbgs	ANKRD11
NBK488189	asah1	ASAH1
NBK493766	kmt2b-dystonia	KMT2B
NBK500456	mody-ov	ABCC8
NBK500456	mody-ov	APPL1
NBK500456	mody-ov	BLK
NBK500456	mody-ov	CEL
NBK500456	mody-ov	GCK
NBK500456	mody-ov	HNF1A
NBK500456	mody-ov	HNF1B
NBK500456	mody-ov	HNF4A
NBK500456	mody-ov	INS
NBK500456	mody-ov	KCNJ11
NBK500456	mody-ov	KLF11
NBK500456	mody-ov	NEUROD1
NBK500456	mody-ov	PAX4
NBK500456	mody-ov	PDX1
NBK501979	grin2b	GRIN2B
NBK507664	ankrd26	ANKRD26
NBK525916	as-def	ASNS
NBK525917	kcnt1-epilepsy	KCNT1
NBK531509	nkx6-2-spax	NKX6-2
NBK531510	lca-ov	AIPL1
NBK531510	lca-ov	ALMS1
NBK531510	lca-ov	CABP4
NBK531510	lca-ov	CEP290
NBK531510	lca-ov	CLUAP1
NBK531510	lca-ov	CRB1
NBK531510	lca-ov	CRX
NBK531510	lca-ov	DTHD1
NBK531510	lca-ov	GDF6
NBK531510	lca-ov	GUCY2D
NBK531510	lca-ov	IFT140
NBK531510	lca-ov	IMPDH1
NBK531510	lca-ov	IQCB1
NBK531510	lca-ov	KCNJ13
NBK531510	lca-ov	LCA5
NBK531510	lca-ov	LRAT
NBK531510	lca-ov	NMNAT1
NBK531510	lca-ov	OTX2
NBK531510	lca-ov	PRPH2
NBK531510	lca-ov	RD3
NBK531510	lca-ov	RDH12
NBK531510	lca-ov	RPE65
NBK531510	lca-ov	RPGRIP1
NBK531510	lca-ov	SPATA7
NBK531510	lca-ov	TULP1
NBK532447	ab-lipo-p	MTTP
NBK535153	ap4-def	AP4B1
NBK535153	ap4-def	AP4E1
NBK535153	ap4-def	AP4M1
NBK535153	ap4-def	AP4S1
NBK535640	gnal-dystonia	GNAL
NBK536360	ppp2r5d-dis	PPP2R5D
NBK536784	cdk13-dis	CDK13
NBK537476	slc12a5-e	SLC12A5
NBK537720	vps13d-md	VPS13D
NBK537721	syngap1-id	SYNGAP1
NBK538658	fars2-def	FARS2
NBK538937	m-sulfatase-def	SUMF1
NBK538938	rere-dis	RERE
NBK540017	eed-og	EED
NBK540283	au-kline	HNRNPK
NBK540447	collagen-2	COL2A1
NBK540448	wdr26-id	WDR26
NBK540959	mecr-dis	MECR
NBK540960	mmihs-ov	ACTG2
NBK540960	mmihs-ov	ATP2B4
NBK540960	mmihs-ov	LMOD1
NBK540960	mmihs-ov	MYH11
NBK540960	mmihs-ov	MYL9
NBK540960	mmihs-ov	MYLK
NBK540960	mmihs-ov	PDCL3
NBK541502	arid1b-dis	ARID1B
NBK541503	fkbp14-keds	FKBP14
NBK541728	apert	FGFR2
NBK541729	sca37	DAB1
NBK541730	gabriele-devries	YY1
NBK541972	warsaw	DDX11
NBK542334	huppke-brendel	SLC33A1
NBK542336	nfia-dis	NFIA
NBK542806	echs1-def	ECHS1
NBK542807	grin1-ndd	GRIN1
NBK542808	stac3-dis	STAC3
NBK543515	sca38	ELOVL5
NBK544951	ada2-def	ADA2
NBK546574	mps3	GNS
NBK546574	mps3	HGSNAT
NBK546574	mps3	NAGLU
NBK546574	mps3	SGSH
NBK546575	glutaric-a1	GCDH
NBK546576	rvcl	TREX1
NBK547048	bcl11a-id	BCL11A
NBK547304	isca1-mmds	ISCA1
NBK547595	hered-drta	ATP6V0A4
NBK547595	hered-drta	ATP6V1B1
NBK547595	hered-drta	FOXI1
NBK547595	hered-drta	SLC4A1
NBK547595	hered-drta	WDR72
NBK547823	schmid-mcd	COL10A1
NBK549204	weiss-kruszka	ZNF462
NBK549574	rpe65-lca	RPE65
NBK549920	tangier	ABCA1
NBK550349	fructose1-6-def	FBP1
NBK553049	ritscher-schinzel	CCDC22
NBK553049	ritscher-schinzel	WASHC5
NBK553533	ss-def	FDFT1
NBK553534	ayme-gripp	MAF
NBK554080	saul-wilson	COG4
NBK554742	danon	LAMP2
NBK554743	gnb1-e	GNB1
NBK555103	smdcf	COL2A1
NBK555103	smdcf	FN1
NBK555473	nthl1-ts	NTHL1
NBK555474	aspm-pm	ASPM
NBK555820	cyld-cs	CYLD
NBK556455	wt1-dis	WT1
NBK558090	fop	ACVR1
NBK558236	madd	ETFA
NBK558236	madd	ETFB
NBK558236	madd	ETFDH
NBK559434	pacs1-ndd	PACS1
NBK559435	sptbn4	SPTBN4
NBK560442	thoc6-id	THOC6
NBK560443	mn1-ctt	MN1
NBK561282	ddx3x-ndd	DDX3X
NBK561516	chd4-ndd	CHD4
NBK562988	sgpl1	SGPL1
NBK563529	pot1-tpd	POT1
NBK563693	asxl3	ASXL3
NBK563694	pycnodys	CTSK
NBK564234	etv6-tpl	ETV6
NBK564655	mirage	SAMD9
NBK564656	rfc1-canvas	RFC1
NBK564966	h1-4	H1-4
NBK567492	schaaf-yang	MAGEL2
NBK568319	runx1	RUNX1
NBK569515	os-cs	AMER1
NBK570204	ebf3-ndd	EBF3
NBK570205	primrose	ZBTB20
NBK570369	dnajc6-pd	DNAJC6
NBK570370	apob-hbl	APOB
NBK570772	spg15	ZFYVE26
NBK570882	scn3a-ndd	SCN3A
NBK571223	pdhc-def-ov	DLAT
NBK571223	pdhc-def-ov	DLD
NBK571223	pdhc-def-ov	PDHA1
NBK571223	pdhc-def-ov	PDHB
NBK571223	pdhc-def-ov	PDHX
NBK571223	pdhc-def-ov	PDK3
NBK571223	pdhc-def-ov	PDP1
NBK572429	eds-pd	C1R
NBK572429	eds-pd	C1S
NBK573218	gnb5-ndd	GNB5
NBK573670	ppp1r12a-ubm	PPP1R12A
NBK573972	white-sutton	POGZ
NBK574843	ddx41-mds	DDX41
NBK575336	setbp1-hd	SETBP1
NBK575630	mc-def	GPHN
NBK575630	mc-def	MOCS1
NBK575630	mc-def	MOCS2
NBK575630	mc-def	MOCS3
NBK575793	xia-gibbs	AHDC1
NBK575836	clcn4-ndd	CLCN4
NBK575926	mopd2	PCNT
NBK575927	setd2-ndd	SETD2
NBK576966	eccl	FGFR1
NBK576966	eccl	KRAS
NBK578067	wdr62-pm	WDR62
NBK578573	hnrnpu-ndd	HNRNPU
NBK578949	cmr	SAR1B
NBK579484	sandhoff	HEXB
NBK580243	ppp2r1a-ndd	PPP2R1A
NBK580527	ctnnb1-ndd	CTNNB1
NBK580718	wiedemann-steiner	KMT2A
NBK581081	cmtc	GNA11
NBK581082	slc25a24-fps	SLC25A24
NBK581083	okur-chung	CSNK2A1
NBK581452	pnpo-def	PNPO
NBK581652	tbrs	DNMT3A
NBK582032	cact-def	SLC25A20
NBK582335	grin2d-dee	GRIN2D
NBK583038	pi4ka	PI4KA
NBK583218	atn1-ndd	ATN1
NBK583219	gm2a-def	GM2A
NBK583220	bachmann-bupp	ODC1
NBK583531	lchad	HADHA
NBK583531	lchad	HADHB
NBK584018	hnrnph2-ndd	HNRNPH2
NBK584019	tnxb-eds	TNXB
NBK584020	chol-liver-ov	ABCB11
NBK584020	chol-liver-ov	ABCB4
NBK584020	chol-liver-ov	AKR1D1
NBK584020	chol-liver-ov	AMACR
NBK584020	chol-liver-ov	ATP8B1
NBK584020	chol-liver-ov	BAAT
NBK584020	chol-liver-ov	CYP7B1
NBK584020	chol-liver-ov	HSD3B7
NBK584020	chol-liver-ov	KIF12
NBK584020	chol-liver-ov	LSR
NBK584020	chol-liver-ov	MYO5B
NBK584020	chol-liver-ov	NR1H4
NBK584020	chol-liver-ov	TJP2
NBK584020	chol-liver-ov	USP53
NBK584409	tecpr2-hsan-id	TECPR2
NBK584547	el-hattab-alkuraya	WDR45B
NBK584549	setd1b-ndd	SETD1B
NBK584550	eln-cutis-laxa	ELN
NBK584989	epg5	EPG5
NBK585456	chd8-ndd-og	CHD8
NBK586169	myrf-cugs	MYRF
NBK586170	stromme	CENPF
NBK586171	traps	TNFRSF1A
NBK587318	sost	SOST
NBK587319	nr2f1-ndd	NR2F1
NBK588029	ankrd17-nds	ANKRD17
NBK589173	slc6a1-ndd	SLC6A1
NBK589231	plpbp-def	PLPBP
NBK589232	rnu4atac-dis	RNU4ATAC
NBK589387	trpm3-ndd	TRPM3
NBK589480	lpin2-majeed	LPIN2
NBK589929	chkb-md	CHKB
NBK590151	fam111a-dysp	FAM111A
NBK590152	slc39a8-cdg	SLC39A8
NBK590568	oca-oa-ov	DCT
NBK590568	oca-oa-ov	GPR143
NBK590568	oca-oa-ov	LRMDA
NBK590568	oca-oa-ov	OCA2
NBK590568	oca-oa-ov	SLC24A5
NBK590568	oca-oa-ov	SLC45A2
NBK590568	oca-oa-ov	TYR
NBK590568	oca-oa-ov	TYRP1
NBK591557	trmu-def	TRMU
NBK591837	beck-fahrner	TET3
NBK592183	exoc6b-semd	EXOC6B
NBK592266	entpd1-ndd	ENTPD1
NBK592645	emc10-ndd	EMC10
NBK592681	serine-def	PHGDH
NBK592681	serine-def	PSAT1
NBK592681	serine-def	PSPH
NBK592682	dlg4-synap	DLG4
NBK593236	fch	ANGPTL3
NBK593237	gm3-def	ST3GAL5
NBK593504	nad-def	HAAO
NBK593504	nad-def	KYNU
NBK593504	nad-def	NADSYN1
NBK594824	hyal2-def	HYAL2
NBK594825	foxp1	FOXP1
NBK594826	men4	CDKN1B
NBK595206	brylib	H3-3A
NBK595206	brylib	H3-3B
NBK595820	wars2-def	WARS2
NBK595821	aadc-def	DDC
NBK596643	evc	DYNC2H1
NBK596643	evc	DYNC2LI1
NBK596643	evc	EVC
NBK596643	evc	EVC2
NBK596643	evc	GLI1
NBK596643	evc	PRKACA
NBK596643	evc	PRKACB
NBK596643	evc	SMO
NBK596643	evc	WDR35
NBK597155	gnao1-dis	GNAO1
NBK597768	mbtps1-semd	MBTPS1
NBK597809	lathosterolosis	SC5D
NBK598310	strc-hearing-loss	CATSPER2
NBK598310	strc-hearing-loss	STRC
NBK598990	mps7	GUSB
NBK599285	gria2-ndd	GRIA2
NBK599286	folr1-cft-def	FOLR1
NBK599378	agu	AGA
NBK599589	fgf14-ataxia	FGF14
NBK601394	schinzel-giedion	SETBP1
NBK601614	isovaleric-a	IVD
NBK601997	dync1h1-dis	DYNC1H1
NBK602610	cdkl5-def	CDKL5
NBK602944	og-dysp	FGFR1
NBK602945	kmt2e-ndd	KMT2E
NBK603087	ctcf-dis	CTCF
NBK604176	foxg1-ndd	FOXG1
NBK604494	alpk1-auto	ALPK1
NBK605493	gnai1-ndd	GNAI1
NBK605494	nfix-malan	NFIX
NBK605495	kptn-dis	KPTN
NBK606532	csnk2b-ndd	CSNK2B
NBK606999	yif1b-ndd	YIF1B
NBK608431	tyrosinemia-2	TAT
NBK608563	aars2-dis	AARS2
NBK609017	shashi-pena	ASXL2
NBK609106	idednik	AP1B1
NBK609106	idednik	AP1S1
NBK609107	hoxa1-dis	HOXA1
NBK609461	irf2bpl-dis	IRF2BPL
NBK610215	sca4	ZFHX3
NBK610216	mef2c-dis	MEF2C
NBK610430	haplo-a20	TNFAIP3
NBK611655	apds	PIK3CD
NBK611655	apds	PIK3R1
NBK612410	nars1	NARS1
NBK613517	med13l	MED13L
NBK614254	cetp-def	CETP
NBK614471	vexas	UBA1
NBK614472	eds-mc	CHST14
NBK614472	eds-mc	DSE
NBK614473	mlid-maternal	KHDC3L
NBK614473	mlid-maternal	NLRP2
NBK614473	mlid-maternal	NLRP5
NBK614473	mlid-maternal	NLRP7
NBK614473	mlid-maternal	PADI6
NBK615089	mthfr-homocystinuria	MTHFR
NBK615090	chek2-cpd	CHEK2
NBK615430	tbck-ndd	TBCK
NBK615431	inppl1-opsmd	INPPL1
NBK615917	yars1-def	YARS1
NBK616086	ptps-def	PTS
NBK616087	jmc	PTH1R
NBK616232	cdkn2a-cpd	CDKN2A
NBK617054	slc19a1-ft-def	SLC19A1
NBK617444	tcirg1-opt	TCIRG1
NBK618356	zttk	SON
NBK619245	kctd7-epilepsy	KCTD7
NBK619246	hibch-def	HIBCH
NBK619247	smith-kingsmore	MTOR
NBK619248	cystinuria	SLC3A1
NBK619248	cystinuria	SLC7A9
