#NBK_id	GR_shortname	genesymbol
NBK1434	deafness-overview	DSPP
NBK1434	deafness-overview	ENTREP1
NBK1434	deafness-overview	ESPN
NBK1434	deafness-overview	ESRRB
NBK1434	deafness-overview	EYA4
NBK1434	deafness-overview	GJB2
NBK1434	deafness-overview	GJB3
NBK1434	deafness-overview	GJB6
NBK1434	deafness-overview	GPSM2
NBK1434	deafness-overview	GRHL2
NBK1434	deafness-overview	GRXCR1
NBK1434	deafness-overview	GSDME
NBK1434	deafness-overview	HGF
NBK1434	deafness-overview	KCNQ4
NBK1434	deafness-overview	LHFPL5
NBK1434	deafness-overview	LOXHD1
NBK1434	deafness-overview	LRTOMT
NBK1434	deafness-overview	MARVELD2
NBK1434	deafness-overview	MIR96
NBK1434	deafness-overview	MT-CO1
NBK1434	deafness-overview	MT-RNR1
NBK1434	deafness-overview	MT-TS1
NBK1434	deafness-overview	MYH14
NBK1434	deafness-overview	MYH9
NBK1434	deafness-overview	MYO15A
NBK1434	deafness-overview	MYO1A
NBK1434	deafness-overview	MYO3A
NBK1434	deafness-overview	MYO6
NBK1434	deafness-overview	MYO7A
NBK1434	deafness-overview	OTOA
NBK1434	deafness-overview	OTOF
NBK1434	deafness-overview	P2RX2
NBK1434	deafness-overview	PCDH15
NBK1434	deafness-overview	PJVK
NBK1434	deafness-overview	POU3F4
NBK1434	deafness-overview	POU4F3
NBK1434	deafness-overview	PRPS1
NBK1434	deafness-overview	PTPRQ
NBK1434	deafness-overview	RDX
NBK1434	deafness-overview	SIX1
NBK1434	deafness-overview	SLC17A8
NBK1434	deafness-overview	SLC26A4
NBK1434	deafness-overview	SLC26A5
NBK1434	deafness-overview	SMPX
NBK1434	deafness-overview	STRC
NBK1434	deafness-overview	SYNE4
NBK1434	deafness-overview	TECTA
NBK1434	deafness-overview	TJP2
NBK1434	deafness-overview	TMC1
NBK1434	deafness-overview	TMIE
NBK1434	deafness-overview	TMPRSS3
NBK1434	deafness-overview	TPRN
NBK1434	deafness-overview	TRIOBP
NBK1434	deafness-overview	USH1C
NBK1434	deafness-overview	WFS1
NBK1434	deafness-overview	WHRN
NBK1435	a-thal	HBA1
NBK1435	a-thal	HBA2
NBK1435	a-thal	HBZ
NBK1436	edmd	EMD
NBK1436	edmd	FHL1
NBK1436	edmd	LMNA
NBK1436	edmd	SUN1
NBK1436	edmd	SUN2
NBK1436	edmd	SYNE1
NBK1436	edmd	SYNE2
NBK1436	edmd	TMEM43
NBK1437	thdrd	TH
NBK1438	sca17	TBP
NBK1440	hemochromatosis	HFE
NBK1441	bpes	FOXL2
NBK1443	fsh	DNMT3B
NBK1443	fsh	DUX4L1
NBK1443	fsh	LRIF1
NBK1443	fsh	SMCHD1
NBK1444	hlh	PRF1
NBK1444	hlh	STX11
NBK1444	hlh	STXBP2
NBK1444	hlh	UNC13D
NBK1445	tbs	SALL1
NBK1446	gcps	GLI3
NBK1447	dmn	ABCC8
NBK1447	dmn	EIF2AK3
NBK1447	dmn	GATA6
NBK1447	dmn	GCK
NBK1447	dmn	GLIS3
NBK1447	dmn	HNF1B
NBK1447	dmn	INS
NBK1447	dmn	KCNJ11
NBK1447	dmn	MNX1
NBK1447	dmn	NEUROD1
NBK1447	dmn	NKX2-2
NBK1447	dmn	PDX1
NBK1447	dmn	PTF1A
NBK1447	dmn	RFX6
NBK1447	dmn	SLC19A2
NBK1447	dmn	SLC2A2
NBK1448	pbd	PEX1
NBK1448	pbd	PEX10
NBK1448	pbd	PEX11B
NBK1448	pbd	PEX12
NBK1448	pbd	PEX13
NBK1448	pbd	PEX14
NBK1448	pbd	PEX16
NBK1448	pbd	PEX19
NBK1448	pbd	PEX2
NBK1448	pbd	PEX26
NBK1448	pbd	PEX3
NBK1448	pbd	PEX5
NBK1448	pbd	PEX6
NBK1449	xlmr	ATRX
NBK1450	als-overview	ALS2
NBK1450	als-overview	ANG
NBK1450	als-overview	ANXA11
NBK1450	als-overview	C9orf72
NBK1450	als-overview	CFAP410
NBK1450	als-overview	CHCHD10
NBK1450	als-overview	CHMP2B
NBK1450	als-overview	DAO
NBK1450	als-overview	DCTN1
NBK1450	als-overview	ERBB4
NBK1450	als-overview	FIG4
NBK1450	als-overview	FUS
NBK1450	als-overview	HNRNPA1
NBK1450	als-overview	MATR3
NBK1450	als-overview	MOBP
NBK1450	als-overview	NEK1
NBK1450	als-overview	OPTN
NBK1450	als-overview	PFN1
NBK1450	als-overview	SCFD1
NBK1450	als-overview	SETX
NBK1450	als-overview	SOD1
NBK1450	als-overview	SPG11
NBK1450	als-overview	SQSTM1
NBK1450	als-overview	TAF15
NBK1450	als-overview	TARDBP
NBK1450	als-overview	TBK1
NBK1450	als-overview	TUBA4A
NBK1450	als-overview	UBQLN2
NBK1450	als-overview	UNC13A
NBK1450	als-overview	VAPB
NBK1450	als-overview	VCP
NBK1451	papr	PAX2
NBK1452	retinoblastoma	RB1
NBK1453	xla	BTK
NBK1454	alkap	HGD
NBK1455	craniosynostosis	FGFR1
NBK1455	craniosynostosis	FGFR2
NBK1455	craniosynostosis	FGFR3
NBK1457	lds	FOXC2
NBK1458	ctlm	ASS1
NBK1459	fryns	PIGN
NBK1461	cranio-md	ANKH
NBK1462	eds6	PLOD1
NBK1463	vhl	VHL
NBK1464	peters-plus	B3GLCT
NBK1465	phs	GLI3
NBK1466	myotonic-d2	CNBP
NBK1467	pendred	SLC26A4
NBK1469	jps	BMPR1A
NBK1469	jps	SMAD4
NBK1470	issd	SLC17A5
NBK1472	i-p	IKBKG
NBK1473	mga3	OPA3
NBK1474	dbh	DBH
NBK1475	ags	ADAR
NBK1475	ags	IFIH1
NBK1475	ags	RNASEH2A
NBK1475	ags	RNASEH2B
NBK1475	ags	RNASEH2C
NBK1475	ags	SAMHD1
NBK1475	ags	TREX1
NBK1476	ibmpfd	HNRNPA1
NBK1476	ibmpfd	HNRNPA2B1
NBK1476	ibmpfd	VCP
NBK1477	hypochondroplasia	FGFR3
NBK1478	jpd	PRKN
NBK1479	sotos	NSD1
NBK1480	lowe	OCRL
NBK1481	gr_3ms	CCDC8
NBK1481	gr_3ms	CUL7
NBK1481	gr_3ms	OBSL1
NBK1482	cohen	VPS13B
NBK1483	ada	ADA
NBK1484	l1cam	L1CAM
NBK1485	pph	ACVRL1
NBK1485	pph	BMPR1B
NBK1485	pph	BMPR2
NBK1485	pph	CAV1
NBK1485	pph	ENG
NBK1485	pph	KCNK3
NBK1485	pph	KDR
NBK1485	pph	SMAD9
NBK1485	pph	TBX4
NBK1485	pph	TET2
NBK1486	pds	ALDH7A1
NBK1487	psach	COMP
NBK1488	phts	PTEN
NBK1489	xdp	TAF1
NBK1490	pkan	PANK2
NBK1491	drpla	ATN1
NBK1492	dystonia	TOR1A
NBK1493	acp	CP
NBK1494	eds4	COL3A1
NBK1495	hemo-b	F9
NBK1496	hyper-pp	SCN4A
NBK1497	rett	MECP2
NBK1500	cadasil	NOTCH3
NBK1502	mkks	MKKS
NBK1503	bethlem	COL6A1
NBK1503	bethlem	COL6A2
NBK1503	bethlem	COL6A3
NBK1504	pku	PAH
NBK1505	ftdp-17	MAPT
NBK1506	fum	FH
NBK1507	costello	HRAS
NBK1508	drd	GCH1
NBK1509	hsp	ADAR
NBK1509	hsp	ALDH18A1
NBK1509	hsp	AP5Z1
NBK1509	hsp	ATL1
NBK1509	hsp	ATP2B4
NBK1509	hsp	BSCL2
NBK1509	hsp	CPT1C
NBK1509	hsp	CYP7B1
NBK1509	hsp	DDHD1
NBK1509	hsp	DNM2
NBK1509	hsp	ERLIN2
NBK1509	hsp	HSPD1
NBK1509	hsp	KIF1A
NBK1509	hsp	KIF5A
NBK1509	hsp	NIPA1
NBK1509	hsp	REEP1
NBK1509	hsp	REEP2
NBK1509	hsp	RTN2
NBK1509	hsp	SLC33A1
NBK1509	hsp	SPAST
NBK1509	hsp	SPG7
NBK1509	hsp	USP8
NBK1509	hsp	WASHC5
NBK1510	oca4	SLC45A2
NBK1511	cmt2a	MFN2
NBK1512	wilson	ATP7B
NBK1513	ccd	RUNX2
NBK1514	werner	WRN
NBK1515	tyrosinemia	FAH
NBK1516	achon1b	SLC26A2
NBK1517	brugada	ABCC9
NBK1517	brugada	CACNA1C
NBK1517	brugada	CACNA2D1
NBK1517	brugada	CACNB2
NBK1517	brugada	FGF12
NBK1517	brugada	GPD1L
NBK1517	brugada	HCN4
NBK1517	brugada	KCND2
NBK1517	brugada	KCND3
NBK1517	brugada	KCNE2
NBK1517	brugada	KCNE3
NBK1517	brugada	KCNE5
NBK1517	brugada	KCNH2
NBK1517	brugada	KCNJ8
NBK1517	brugada	PKP2
NBK1517	brugada	RANGRF
NBK1517	brugada	SCN10A
NBK1517	brugada	SCN1B
NBK1517	brugada	SCN2B
NBK1517	brugada	SCN3B
NBK1517	brugada	SCN5A
NBK1517	brugada	SEMA3A
NBK1517	brugada	SLMAP
NBK1517	brugada	TRPM4
NBK1518	galactosemia	GALT
NBK1519	alpha1-a	SERPINA1
NBK1520	merrf	MT-TF
NBK1520	merrf	MT-TH
NBK1520	merrf	MT-TI
NBK1520	merrf	MT-TK
NBK1520	merrf	MT-TL1
NBK1520	merrf	MT-TP
NBK1520	merrf	MT-TS1
NBK1520	merrf	MT-TS2
NBK1522	bhd	FLCN
NBK1523	gr_22q11deletion	Not applicable
NBK1523	gr_22q11deletion	TBX1
NBK1524	homocystinuria	CBS
NBK1525	sys-h	ANTXR2
NBK1526	rsts	CREBBP
NBK1526	rsts	EP300
NBK1527	cpt1a	CPT1A
NBK1529	hd-l2	JPH3
NBK1530	hpe-overview	CDON
NBK1530	hpe-overview	CNOT1
NBK1530	hpe-overview	DISP1
NBK1530	hpe-overview	DLL1
NBK1530	hpe-overview	FGF8
NBK1530	hpe-overview	FGFR1
NBK1530	hpe-overview	GLI2
NBK1530	hpe-overview	KMT2D
NBK1530	hpe-overview	PPP1R12A
NBK1530	hpe-overview	RAD21
NBK1530	hpe-overview	SHH
NBK1530	hpe-overview	SIX3
NBK1530	hpe-overview	SMC1A
NBK1530	hpe-overview	SMC3
NBK1530	hpe-overview	STAG2
NBK1530	hpe-overview	STIL
NBK1530	hpe-overview	TGIF1
NBK1530	hpe-overview	ZIC2
NBK1531	ws1	PAX3
NBK1532	tcs	POLR1B
NBK1532	tcs	POLR1C
NBK1532	tcs	POLR1D
NBK1532	tcs	TCOF1
NBK1533	cyclic-n	ELANE
NBK1534	dmtn	HYMAI
NBK1534	dmtn	PLAGL1
NBK1534	dmtn	ZFP57
NBK1535	mlc	AQP4
NBK1535	mlc	GPRC5B
NBK1535	mlc	HEPACAM
NBK1535	mlc	MLC1
NBK1537	peaf	LGI1
NBK1537	peaf	MICAL1
NBK1537	peaf	RELN
NBK1538	men1	MEN1
NBK1543	focal-dh	PORCN
NBK1544	cdp1-xlr	ARSL
NBK1547	gonad-dys-46xy	DHH
NBK1547	gonad-dys-46xy	DHX37
NBK1547	gonad-dys-46xy	DMRT1
NBK1547	gonad-dys-46xy	MAP3K1
NBK1547	gonad-dys-46xy	NR5A1
NBK1547	gonad-dys-46xy	SOX8
NBK1547	gonad-dys-46xy	SOX9
NBK1547	gonad-dys-46xy	SRY
NBK1548	paragangliomas	MAX
NBK1548	paragangliomas	SDHA
NBK1548	paragangliomas	SDHAF2
NBK1548	paragangliomas	SDHB
NBK1548	paragangliomas	SDHC
NBK1548	paragangliomas	SDHD
NBK1548	paragangliomas	TMEM127
NBK1673	folate-mal	SLC46A1
NBK1674	dcm-lmna	LMNA
NBK1675	inad	PLA2G6
NBK1676	fg	MED12
NBK1727	celiac	HLA-DQA1
NBK1727	celiac	HLA-DQB1
NBK1728	mota	FREM1
NBK1756	sds	DNAJC21
NBK1756	sds	EFL1
NBK1756	sds	SBDS
NBK1756	sds	SRP54
NBK1757	sca11	TTBK2
NBK1760	campo-dysp	SOX9
NBK1768	hyper-card	ACTC1
NBK1768	hyper-card	ACTN2
NBK1768	hyper-card	ALPK3
NBK1768	hyper-card	ANKRD1
NBK1768	hyper-card	CALR3
NBK1768	hyper-card	CSRP3
NBK1768	hyper-card	JPH2
NBK1768	hyper-card	KLF10
NBK1768	hyper-card	MYBPC3
NBK1768	hyper-card	MYH6
NBK1768	hyper-card	MYH7
NBK1768	hyper-card	MYL2
NBK1768	hyper-card	MYL3
NBK1768	hyper-card	MYLK2
NBK1768	hyper-card	MYOM1
NBK1768	hyper-card	MYOZ2
NBK1768	hyper-card	MYPN
NBK1768	hyper-card	NEXN
NBK1768	hyper-card	OBSCN
NBK1768	hyper-card	PDLIM3
NBK1768	hyper-card	PLN
NBK1768	hyper-card	RYR2
NBK1768	hyper-card	TCAP
NBK1768	hyper-card	TNNC1
NBK1768	hyper-card	TNNI3
NBK1768	hyper-card	TNNT2
NBK1768	hyper-card	TPM1
NBK1768	hyper-card	TRIM63
NBK1768	hyper-card	TTN
NBK1768	hyper-card	VCL
NBK1769	hsan4	NTRK1
NBK1827	spg8	WASHC5
NBK1828	ml2	GNPTAB
NBK1874	vldlr-ch	VLDLR
NBK1878	donnai	LRP2
NBK1967	vmcm	TEK
NBK1973	prs	PRPS1
NBK2534	flnb-dis	FLNB
NBK2587	hypo-mcc	HYCC1
NBK2591	arts	PRPS1
NBK2594	sma-xli	UBA1
NBK2689	myh9	MYH9
NBK2690	csc-dys	DCN
NBK2692	ph2	GRHPR
NBK3789	hrpt2	CDC73
NBK3794	creatine	GAMT
NBK3794	creatine	GATM
NBK3794	creatine	SLC6A8
NBK3822	xl-nystag	FRMD7
NBK4144	wfs	WFS1
NBK5188	chediak-higashi	LYST
NBK5189	chrom17-lis	PAFAH1B1
NBK5200	cutis-laxa	ATP6V0A2
NBK5201	fbln5-cutis-laxa	FBLN5
NBK5300	apbd	GBE1
NBK5313	cda1	CDAN1
NBK5313	cda1	CDIN1
NBK5941	gsd6	PYGL
NBK5942	tardbp-als	TARDBP
NBK6803	sucla2-def	SUCLA2
NBK6816	vlcad	ACADVL
NBK6852	pdc	PC
NBK7014	von-willebrand	VWF
NBK7040	dguok-mtddepl	DGUOK
NBK7041	microph-lsd	COX7B
NBK7041	microph-lsd	HCCS
NBK7041	microph-lsd	NDUFB11
NBK7046	col4a1-dis	COL4A1
NBK7047	diamond-b	GATA1
NBK7047	diamond-b	HEATR3
NBK7047	diamond-b	RPL11
NBK7047	diamond-b	RPL15
NBK7047	diamond-b	RPL18
NBK7047	diamond-b	RPL26
NBK7047	diamond-b	RPL27
NBK7047	diamond-b	RPL31
NBK7047	diamond-b	RPL35
NBK7047	diamond-b	RPL35A
NBK7047	diamond-b	RPL5
NBK7047	diamond-b	RPS10
NBK7047	diamond-b	RPS15A
NBK7047	diamond-b	RPS17
NBK7047	diamond-b	RPS19
NBK7047	diamond-b	RPS24
NBK7047	diamond-b	RPS26
NBK7047	diamond-b	RPS27
NBK7047	diamond-b	RPS28
NBK7047	diamond-b	RPS29
NBK7047	diamond-b	RPS7
NBK7047	diamond-b	TSR2
NBK7050	feingold	MYCN
NBK8828	spondylocostal-d	DLL3
NBK8828	spondylocostal-d	HES7
NBK8828	spondylocostal-d	LFNG
NBK8828	spondylocostal-d	MESP2
NBK8828	spondylocostal-d	RIPPLY2
NBK8828	spondylocostal-d	TBX6
NBK9673	pc-hypo-p	TSEN54
NBK9674	me-ataxia	PRICKLE1
NBK11167	del16p11_2	Not applicable
NBK11168	geleophys-dysp	ADAMTSL2
NBK11168	geleophys-dysp	FBN1
NBK11168	geleophys-dysp	LTBP3
NBK20221	zap70-scid	ZAP70
NBK22301	dkc	ACD
NBK22301	dkc	CTC1
NBK22301	dkc	DKC1
NBK22301	dkc	NAF1
NBK22301	dkc	NHP2
NBK22301	dkc	NOP10
NBK22301	dkc	PARN
NBK22301	dkc	POT1
NBK22301	dkc	RPA1
NBK22301	dkc	RTEL1
NBK22301	dkc	STN1
NBK22301	dkc	TERC
NBK22301	dkc	TERT
NBK22301	dkc	TINF2
NBK22301	dkc	WRAP53
NBK22301	dkc	ZCCHC8
NBK23758	tar	RBM8A
NBK24599	alk-nbs	ALK
NBK24676	mdel17q21_31	KANSL1
NBK24676	mdel17q21_31	Not applicable
NBK24701	ml3c	GNPTG
NBK25442	ea1	KCNA1
NBK25507	higes	STAT3
NBK25565	ccfdn	CTDP1
NBK26372	gsd3	AGL
NBK26373	thctd	SLC16A2
NBK26468	ataxia-telangiectas	ATM
NBK26471	alpers	POLG
NBK26472	pink1-pd	PINK1
NBK32533	carasil	HTRA1
NBK32534	bfns	KCNQ2
NBK43417	lbsl	DARS2
NBK43797	aec	TP63
NBK45978	spg3a	ATL1
NBK47027	perry	DCTN1
NBK47079	kleefstra	EHMT1
NBK47312	legius	SPRED1
NBK47457	cebpa-aml	CEBPA
NBK49247	hsan2	KIF1A
NBK49247	hsan2	RETREG1
NBK49247	hsan2	SCN9A
NBK49247	hsan2	WNK1
NBK50780	mdel15q13_3	ARHGAP11B
NBK50780	mdel15q13_3	CHRNA7
NBK50780	mdel15q13_3	FAN1
NBK50780	mdel15q13_3	KLF13
NBK50780	mdel15q13_3	OTUD7A
NBK50780	mdel15q13_3	TRPM1
NBK51671	gale-def	GALE
NBK51754	nsdhl-dis	NSDHL
NBK51784	args-aciduria	ASL
NBK52764	rasa1-rel-dis	EPHB4
NBK52764	rasa1-rel-dis	RASA1
NBK52787	mdel1q21_1	GJA5
NBK52787	mdel1q21_1	GJA8
NBK52787	mdel1q21_1	Not applicable
NBK52917	ciss	CLCF1
NBK52917	ciss	CRLF1
NBK53700	hyper-nfj2	REN
NBK54467	efemp2-cutis-laxa	EFEMP2
NBK54582	sca28	AFG3L2
NBK55061	gsd9	PHKA1
NBK55061	gsd9	PHKA2
NBK55061	gsd9	PHKB
NBK55061	gsd9	PHKG2
NBK55062	x-dcdp	EBP
NBK55063	bofs	TFAP2A
NBK56080	fahn	FA2H
NBK62111	kabuki	KDM6A
NBK62111	kabuki	KMT2D
NBK62112	cd-chst3	CHST3
NBK63582	scad	ACADS
NBK65707	pha2	CUL3
NBK65707	pha2	KLHL3
NBK65707	pha2	WNK1
NBK65707	pha2	WNK4
NBK83297	salih-myo	TTN
NBK83985	rickets-xlh	PHEX
NBK84111	adamtsl4-eyes	ADAMTSL4
NBK84112	dnmt1-ddsn	DNMT1
NBK84399	prss1-hp	PRSS1
NBK84550	chh	RMRP
NBK84551	cdsp	SLC22A5
NBK91457	bietti-cd	CYP4V2
NBK92946	propionic-a	PCCA
NBK92946	propionic-a	PCCB
NBK92947	mpv17-mtdep	MPV17
NBK97260	hhhs	SLC25A15
NBK97333	mdef-cmd	LAMA2
NBK97965	ipa	AIP
NBK99167	pol3-leuk	POLR1C
NBK99167	pol3-leuk	POLR3A
NBK99167	pol3-leuk	POLR3B
NBK99168	caffey	COL1A1
NBK99494	dent	CLCN5
NBK99494	dent	OCRL
NBK99495	proteus	AKT1
NBK99496	cgd	CYBA
NBK99496	cgd	CYBB
NBK99496	cgd	CYBC1
NBK99496	cgd	NCF1
NBK99496	cgd	NCF2
NBK99496	cgd	NCF4
NBK100238	aprt-def	APRT
NBK100239	hdls	CSF1R
NBK100240	pitt-hopkins	TCF4
NBK100241	hmdpc	SLC30A10
NBK100664	df-lamm	FGF3
NBK100826	epp-ar	FECH
NBK107219	maps	MUTYH
NBK114458	fhs	SRCAP
NBK114459	ano5-md	ANO5
NBK114628	tk2-mtddepl	TK2
NBK114805	rotor	SLCO1B1
NBK114805	rotor	SLCO1B3
NBK114806	kat6b-dis	KAT6B
NBK114807	hcp	CPOX
NBK115333	gsd4	GBE1
NBK121283	porphyria-var	PPOX
NBK121284	epp-xl	ALAS2
NBK121988	nbia-ov	ATP13A2
NBK121988	nbia-ov	C19orf12
NBK121988	nbia-ov	COASY
NBK121988	nbia-ov	CP
NBK121988	nbia-ov	DCAF17
NBK121988	nbia-ov	FA2H
NBK121988	nbia-ov	FTL
NBK121988	nbia-ov	PANK2
NBK121988	nbia-ov	PLA2G6
NBK121988	nbia-ov	WDR45
NBK131810	stsl	ABCG5
NBK131810	stsl	ABCG8
NBK131811	coffin-siris	ARID1A
NBK131811	coffin-siris	ARID1B
NBK131811	coffin-siris	ARID2
NBK131811	coffin-siris	BICRA
NBK131811	coffin-siris	DPF2
NBK131811	coffin-siris	SMARCA4
NBK131811	coffin-siris	SMARCB1
NBK131811	coffin-siris	SMARCC2
NBK131811	coffin-siris	SMARCD1
NBK131811	coffin-siris	SMARCE1
NBK131811	coffin-siris	SOX11
NBK131811	coffin-siris	SOX4
NBK143129	porphyria-ct	UROD
NBK144284	snyder-robinson	SMS
NBK148668	mps4a	GALNS
NBK148820	weaver	EZH2
NBK153722	pik3ca-overgrowth	PIK3CA
NBK153723	mckd1	MUC1
NBK154138	urofacial	HPSE2
NBK154138	urofacial	LRIG2
NBK154378	otc-def	OTC
NBK154652	cep	GATA1
NBK154652	cep	UROS
NBK154653	ce-dysp	IFT122
NBK154653	ce-dysp	IFT140
NBK154653	ce-dysp	IFT43
NBK154653	ce-dysp	IFT52
NBK154653	ce-dysp	WDR19
NBK154653	ce-dysp	WDR35
NBK164500	gm1-ganglio	GLB1
NBK169003	hep	UROD
NBK169615	bgd-biotin	SLC19A3
NBK169825	cask-dis	CASK
NBK174452	miccap-ms	STAMBP
NBK174884	hyperchol	APOB
NBK174884	hyperchol	LDLR
NBK174884	hyperchol	LDLRAP1
NBK174884	hyperchol	PCSK9
NBK185066	nkx2-1-dis	NKX2-1
NBK185329	mt-mpan	C19orf12
NBK185330	hmerf	TTN
NBK190101	pancreatitis-ov	CASR
NBK190101	pancreatitis-ov	CEL
NBK190101	pancreatitis-ov	CFTR
NBK190101	pancreatitis-ov	CLDN2
NBK190101	pancreatitis-ov	CPA1
NBK190101	pancreatitis-ov	CTRC
NBK190101	pancreatitis-ov	GGT1
NBK190101	pancreatitis-ov	PRSS1
NBK190101	pancreatitis-ov	SBDS
NBK190101	pancreatitis-ov	SPINK1
NBK190101	pancreatitis-ov	TRPV6
NBK190101	pancreatitis-ov	UBR1
NBK190102	epb42-spherocytosis	EPB42
NBK190103	image	CDKN1C
NBK195853	megdel	SERAC1
NBK195854	rrm2b-mtddepl	RRM2B
NBK196157	pp-blastoma	DICER1
NBK201365	short	PIK3R1
NBK201366	cmt2c	TRPV4
NBK201978	kcnq3-dis	KCNQ3
NBK214367	mf-dys-mic	EFTUD2
NBK220444	dld-def	DLD
NBK231880	sca36	NOP56
NBK236968	exosc3-pc-hypo-p	EXOSC3
NBK242617	perrault	CLPP
NBK242617	perrault	DAP3
NBK242617	perrault	ERAL1
NBK242617	perrault	GGPS1
NBK242617	perrault	HARS2
NBK242617	perrault	HSD17B4
NBK242617	perrault	LARS2
NBK242617	perrault	MRPL49
NBK242617	perrault	PEX6
NBK242617	perrault	PRORP
NBK242617	perrault	RMND1
NBK242617	perrault	TWNK
NBK246980	cantu	ABCC9
NBK246980	cantu	KCNJ8
NBK247161	pnpla6-dis	PNPLA6
NBK247162	barth	TAFAZZIN
NBK253403	gaci	ABCC6
NBK253403	gaci	ENPP1
NBK253404	arterial-t	SLC2A10
NBK258640	duarte-gal	GALT
NBK263441	adcy5-dysk	ADCY5
NBK268647	als-ftd	C9orf72
NBK268648	rob-ad	DVL1
NBK268648	rob-ad	DVL3
NBK268648	rob-ad	WNT5A
NBK274564	mccune-albright	GNAS
NBK274566	tbc1d24-dis	TBC1D24
NBK279760	mirror	DCC
NBK279760	mirror	NTN1
NBK279760	mirror	RAD51
NBK284774	ca5a-def	CA5A
NBK285321	g6pc3-def	G6PC3
NBK299311	actg2-dis	ACTG2
NBK299312	riboflavin-tn	SLC52A1
NBK299312	riboflavin-tn	SLC52A2
NBK299312	riboflavin-tn	SLC52A3
NBK299584	prolidase-def	PEPD
NBK304122	spr-def	SPR
NBK304142	chchd10-dis	CHCHD10
NBK305870	lal-def	LIPA
NBK316514	ph3	HOGA1
NBK320989	leigh-nucl-ov	ATP5MK
NBK320989	leigh-nucl-ov	ATP5PO
NBK320989	leigh-nucl-ov	BCS1L
NBK320989	leigh-nucl-ov	BTD
NBK320989	leigh-nucl-ov	CLPB
NBK320989	leigh-nucl-ov	COA6
NBK320989	leigh-nucl-ov	COQ4
NBK320989	leigh-nucl-ov	COQ7
NBK320989	leigh-nucl-ov	COQ9
NBK320989	leigh-nucl-ov	COX10
NBK320989	leigh-nucl-ov	COX15
NBK320989	leigh-nucl-ov	COX4I1
NBK320989	leigh-nucl-ov	COX8A
NBK320989	leigh-nucl-ov	COXFA4
NBK320989	leigh-nucl-ov	DLAT
NBK320989	leigh-nucl-ov	DLD
NBK320989	leigh-nucl-ov	DNAJC30
NBK320989	leigh-nucl-ov	DNM1L
NBK320989	leigh-nucl-ov	EARS2
NBK320989	leigh-nucl-ov	ECHS1
NBK320989	leigh-nucl-ov	ETHE1
NBK320989	leigh-nucl-ov	FARS2
NBK320989	leigh-nucl-ov	FASTKD2
NBK320989	leigh-nucl-ov	FBXL4
NBK320989	leigh-nucl-ov	FOXRED1
NBK320989	leigh-nucl-ov	GFM1
NBK320989	leigh-nucl-ov	GFM2
NBK320989	leigh-nucl-ov	GTPBP3
NBK320989	leigh-nucl-ov	HIBCH
NBK320989	leigh-nucl-ov	HPDL
NBK320989	leigh-nucl-ov	HTRA2
NBK320989	leigh-nucl-ov	IARS2
NBK320989	leigh-nucl-ov	KGD4
NBK320989	leigh-nucl-ov	L2HGDH
NBK320989	leigh-nucl-ov	LIAS
NBK320989	leigh-nucl-ov	LIPT1
NBK320989	leigh-nucl-ov	LONP1
NBK320989	leigh-nucl-ov	LRPPRC
NBK320989	leigh-nucl-ov	MECR
NBK320989	leigh-nucl-ov	MFF
NBK320989	leigh-nucl-ov	MFN2
NBK320989	leigh-nucl-ov	MPC1
NBK320989	leigh-nucl-ov	MPV17
NBK320989	leigh-nucl-ov	MRPL3
NBK320989	leigh-nucl-ov	MRPL39
NBK320989	leigh-nucl-ov	MRPS34
NBK320989	leigh-nucl-ov	MTFMT
NBK320989	leigh-nucl-ov	MTO1
NBK320989	leigh-nucl-ov	MTRFR
NBK320989	leigh-nucl-ov	NARS2
NBK320989	leigh-nucl-ov	NDUFA1
NBK320989	leigh-nucl-ov	NDUFA10
NBK320989	leigh-nucl-ov	NDUFA12
NBK320989	leigh-nucl-ov	NDUFA2
NBK320989	leigh-nucl-ov	NDUFA9
NBK320989	leigh-nucl-ov	NDUFAF2
NBK320989	leigh-nucl-ov	NDUFAF5
NBK320989	leigh-nucl-ov	NDUFAF6
NBK320989	leigh-nucl-ov	NDUFS1
NBK320989	leigh-nucl-ov	NDUFS2
NBK320989	leigh-nucl-ov	NDUFS3
NBK320989	leigh-nucl-ov	NDUFS4
NBK320989	leigh-nucl-ov	NDUFS7
NBK320989	leigh-nucl-ov	NDUFS8
NBK320989	leigh-nucl-ov	NDUFV1
NBK320989	leigh-nucl-ov	PDHB
NBK320989	leigh-nucl-ov	PDHX
NBK320989	leigh-nucl-ov	PDSS2
NBK320989	leigh-nucl-ov	PET100
NBK320989	leigh-nucl-ov	SCO2
NBK320989	leigh-nucl-ov	SDHA
NBK320989	leigh-nucl-ov	SLC19A3
NBK320989	leigh-nucl-ov	SLC25A19
NBK320989	leigh-nucl-ov	SURF1
NBK320989	leigh-nucl-ov	TACO1
NBK320989	leigh-nucl-ov	TPK1
NBK320989	leigh-nucl-ov	TTC19
NBK320989	leigh-nucl-ov	UQCRQ
NBK321516	nbs	SMARCA2
NBK326661	cc2-leuk	CLCN2
NBK327153	baraitser-winter	ACTB
NBK327153	baraitser-winter	ACTG1
NBK327267	ppr-dysp	CCN6
NBK327268	dup7q11_23	Not applicable
NBK333201	chd2-dis	CHD2
NBK333437	amrf	SCARB2
NBK333438	dyrk1a-id	DYRK1A
